occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last,notes
Enclave At 127th - Bldg 8,23747,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 8,,JVM REALTY,
Pfpd Administration & Training Building,23748,W,135TH,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,1,1,6,M,4,U,1,P,5,M,4,H,1,P,1,W,,,,,PFPD ADMINISTRATION & TRAINING BUILDING,,,
Cell Tower,23752,W,135TH,ST,,,,PLAINFIELD,IL,60544,6,640,Utility or Distribution sys,1,,9,R,9,N,,,,,,,,,,,,,,,CELL TOWER,,,
Enclave At 127th - Bldg 7,23753,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 7,,JVM REALTY,
Primrose School Of Plainfield,23755,W,135TH,ST,,,,PLAINFIELD,IL,60544,2,211,Preschool,1,,2,C,8,U,,,,,,,,,,,Richard,Higgins,270-823-0191,,PRIMROSE SCHOOL OF PLAINFIELD,RICHARD,HIGGINS,
Demolished Christ Lutheran Academy,23756,W,127TH,ST,,,,Plainfield,IL,60585,2,215,High school/junior high sch,2,1,7,B,6,U,1,P,5,M,4,H,N,N,,,Beth,Hauser,815-577-8110,,DEMOLISHED CHRIST LUTHERAN ACADEMY,Beth,Hauser,
Enclave At 127th - Clubhouse & Pool,23760,W,127TH,ST,,,,PLAINFIELD,IL,60585,1,116,Swimming facility: indoor o,1,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1000,,ENCLAVE AT 127TH - CLUBHOUSE & POOL,,JVM REALTY,
Enclave At 127th - Bldg 6,23762,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 6,,JVM REALTY,
Plainfield Park District Recreation Dept,23805,W,OTTAWA,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,1,1,2,C,8,U,N,N,,,,,N,N,,,Cameron,Bettin,815-439-9906,,PLAINFIELD PARK DISTRICT RECREATION DEPT,CAMERON,BETTIN,
Enclave At 127th - Bldg 5,23806,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 5,,JVM REALTY,
Fire Station Two,23806,W,135TH,ST,,,,PLAINFIELD,IL,60544,8,888,Fire station,2,,2,C,8,U,1,P,5,M,4,H,1,P,12,W,,,,,FIRE STATION TWO,,,
Enclave At 127th - Bldg 1,23807,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 1,,JVM REALTY,
Multi-tenant Building,23807,W,ANDREW,RD,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Tom,Moriarty,815-600-3285,,MULTI-TENANT BUILDING,TOM,MORIARTY,"Precision Engine Rebuilders, Inc.: Randy Crowley 630-420-1164|Sentry 360 Security, Inc.: Thomas Carnevale 630-301-1373|Tmz Metal Fabricating, Inc.: Timothy Putlak 630-802-6857"
Multi Unit Building,23808,W,ANDREW,RD,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,,7,B,4,U,1,P,31,S,4,H,N,N,,,Bill,Broderick,630-554-6000,,MULTI UNIT BUILDING,BILL,BRODERICK,Crosslink Wireless: Daniel Whiting 708-980-7792|Crosslink Wireless Additional Space: Larry Pearson 630-388-8376|Vacant: Christopher Unger 815-436-4324
Charlene Products,23810,W,INDUSTRIAL,DR,N,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,,7,B,4,U,1,P,1,S,4,H,N,N,,,Eugene,Yau,630-546-7982,,CHARLENE PRODUCTS,EUGENE,YAU,
Pfpd Maintenance Bldg,23810,W,135TH,ST,,,,Plainfield,IL,60544,5,579,Motor vehicle or boat sales,2,,7,B,4,U,1,P,31,S,4,H,1,P,1,W,,,,,PFPD MAINTENANCE BLDG,,,
Enclave At 127th - Bldg 4,23812,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 4,,JVM REALTY,
Just Right Landscaping Services,23815,W,INDUSTRIAL,DR,S,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,6,M,4,U,N,N,,,,,N,N,,,Dave,Freeland,847-456-7157,,JUST RIGHT LANDSCAPING SERVICES,DAVE,FREELAND,
Multi unit building ,23819,w,Mill,st,,,,Plainfield ,il,60544,5,599,office building,,,,r,8,u,n,n,,,,,,,,,,,,,,,,
Ottawa Street Pool,23820,W,OTTAWA,ST,,,,PLAINFIELD,IL,60544,1,116,Swimming facility: indoor o,1,,4,W,6,U,N,N,,,,,N,N,,,Brett,Smith,815-791-4268,,OTTAWA STREET POOL,BRETT,SMITH,
Vacant Harbour Contractors - Bldg Owner,23820,W,EVANS,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",2,,6,M,2,H,1,P,31,S,4,H,1,P,1,W,Brent,Bronge,815-693-7969,,VACANT HARBOUR CONTRACTORS - BLDG OWNER,BRENT,BRONGE,Vacant (owned By Harbour Contractors): Alex Mindich 815-482-2017
Metronet Inc.,23821,S,MILL,ST,,,,PLAINFIELD,IL,60544,6,640,Utility or Distribution sys,1,,9,R,9,N,1,P,5,M,4,H,1,P,6,H,,Metronet Inc.,877-407-3224,,METRONET INC.,,METRONET INC.,
"Electric Power Systems, Inc.",23823,W,ANDREW,RD,,,UNITS 1 & 2,PLAINFIELD,IL,60585,8,891,Warehouse,2,,7,B,4,U,1,P,1,S,4,H,N,N,,,Charles,Read,314-890-9999,,"ELECTRIC POWER SYSTEMS, INC.",CHARLES,READ,Electrical Power Systems Add'l Space:  
Enclave At 127th - Bldg 2,23823,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 2,,JVM REALTY,
Prairie Professional Building,23823,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,PRAIRIE PROFESSIONAL BUILDING,,,
Beltoutlet.com/phoenix Leather Goods Llc,23824,W,ANDREW,RD,,,102-105,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,,7,B,4,U,N,N,,,,,N,N,,,Gary,Monds,630-220-5405,,BELTOUTLET.COM/PHOENIX LEATHER GOODS LLC,GARY,MONDS,
Enclave At 127th - Bldg 3,23824,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 3,,JVM REALTY,
"Jameson Sheet Metal, Inc.",23824,W,INDUSTRIAL,DR,N,,,Plainfield,IL,60585,7,700,"Manufacturing, processing",2,,7,B,4,U,1,P,3,C,4,H,N,N,,,Sandra,Joyce,630-816-1191,,"JAMESON SHEET METAL, INC.",SANDRA,JOYCE,
Multi Tenant Building,23824,W,ANDREW,RD,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,,7,B,4,U,N,N,,,,,N,N,,,,,,,MULTI TENANT BUILDING,,,Part Of Beltoutlet.com/phoenix Leather: Gary Monds 630-416-3712|Vacant:  |Vacant (former Design International):  
Plainfield Emergency Management Agency,23825,S,MILL,ST,,,,PLAINFIELD,IL,60544,6,639,Communications center,1,,,,,,,,,,,,,,,,,,,,PLAINFIELD EMERGENCY MANAGEMENT AGENCY,,,
"Kindred Hearts, Inc.",23827,W,INDUSTRIAL,DR,S,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,,6,M,4,U,N,N,,,,,N,N,,,Josh,Buchholz,630-546-4984,,"KINDRED HEARTS, INC.",JOSH,BUCHHOLZ,
"Kindred Hearts, Inc.",23829,W,INDUSTRIAL,DR,S,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",2,,7,B,4,U,N,N,,,,,N,N,,,,,,,"KINDRED HEARTS, INC.",,,
"Harbour Contractors, Inc.",23830,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,1,,0,R,4,U,1,P,U,U,4,H,U,U,,,Brent,Bronge,815-693-7969,,"HARBOUR CONTRACTORS, INC.",BRENT,BRONGE,
Premier Transport,23831,W,ANDREW,RD,,,,PLAINFIELD,IL,60585,8,891,Warehouse,2,,7,B,4,U,1,P,1,S,4,H,N,N,,,Mike,Rinchiuso,630-327-9101,,PREMIER TRANSPORT,MIKE,RINCHIUSO,
Peterson Law Office,23834,W,OTTAWA,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,John/mary,Peterson,815-436-2948,,PETERSON LAW OFFICE,JOHN/MARY,PETERSON,
Napa Auto Parts Store,23835,W,135TH,ST,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,1,,,,,,,,,,,,,,,,,,,,NAPA AUTO PARTS STORE,,,
Strip Mall,23836,W,135TH,ST,,,,Plainfield,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Tae,Kwon,773-505-8244,,STRIP MALL,TAE,KWON,"J. Dean Salon:  |Kh Kim Taekwondo:  |Pieroni's Pizza, Inc.: Aaron Keller 630-341-4655|Plainfield Family Medicine: Tae Kwon 847-340-9981"
Plainfield Signs Inc.,23838,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Scott,Bowen,815-725-4373,,PLAINFIELD SIGNS INC.,SCOTT,BOWEN,
"Warner Properties, Multi Tenant Bldg.",23838,W,INDUSTRIAL,DR,N,,,PLAINFIELD,IL,60585,5,569,"Professional supplies, serv",1,,7,B,4,U,1,P,31,S,4,H,N,N,,,Chris,Warner,630-514-4386,,"WARNER PROPERTIES, MULTI TENANT BLDG.",CHRIS,WARNER,A To Z Mobility And Medical Equipment: Cross Point Sales 815-727-6585|Premium Decking Supply: Chris Warner 630-514-4386
Cox Construction & Bojac Concrete,23839,W,INDUSTRIAL,DR,N,,,PLAINFIELD,IL,60585,5,599,Business office,1,,6,M,6,U,1,P,3,C,4,H,N,N,,,Larry,Wierioch,815-254-2100,,COX CONSTRUCTION & BOJAC CONCRETE,LARRY,WIERIOCH,
Multi Tenant Building,23839,W,ANDREW,RD,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,,6,M,4,U,1,P,1,S,4,H,N,N,,,Frank,Sutfin,630-816-2492,,MULTI TENANT BUILDING,FRANK,SUTFIN,Fredenhagen Remodeling & Design:  |Snow Eaters:  |Sutfin Mechanical: Frank Sutfin 630-816-2492
Multi Tenant Building,23840,W,INDUSTRIAL,DR,S,23840-23848-23852-23856 INDUSTRIAL DR SO,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,1,S,4,H,N,N,,,,,,,MULTI TENANT BUILDING,,,Kirwan Mechanical Service: William Kirwan 630-514-0161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vacant Lot 24,23840,W,AERO,CT,,,,PLAINFIELD,IL,60585,9,931,Open land or field,1,,,,,,,,,,,,,,,,,,,,VACANT LOT 24,,,
Sealmaster Plainfield,23841,,AERO,CT,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,6,M,7,P,N,N,,,,,N,N,,,Michael,Bashir,630-669-6670,,SEALMASTER PLAINFIELD,MICHAEL,BASHIR,
Stone Company,23841-49,W,INDUSTRIAL,DR,S,,,Plainfield,IL,60585,5,500,"Mercantile, business, Other",2,,7,B,4,U,1,P,3,C,4,H,N,N,,,Yim,Choi,630-428-3681,,STONE COMPANY,YIM,CHOI,
Dr. Steven J. Moravec Orthodontics,23842,W,MAIN,ST,,,,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",2,1,2,C,8,U,U,U,,,,,N,N,,,Steve,Moravec,773-405-4709,,DR. STEVEN J. MORAVEC ORTHODONTICS,STEVE,MORAVEC,
Tuffy Auto Service,23846,W,135TH,ST,,,,Plainfield,IL,60585,5,571,"Service station, gas statio",1,,7,B,4,U,1,P,5,M,4,H,N,N,,,Sam,Hejja,815-915-0040,,TUFFY AUTO SERVICE,SAM,HEJJA,
Vacant Lot 24,23846,W,AERO,CT,,,,PLAINFIELD,IL,60585,9,931,Open land or field,1,,,,,,,,,,,,,,,,,,,,VACANT LOT 24,,,
It Solutions Additional Space,23848,W,INDUSTRIAL,DR,S,,UNIT 2,Plainfield,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,3,C,4,H,N,N,,,Bill,Kirwan,630-514-0161,,IT SOLUTIONS ADDITIONAL SPACE,BILL,KIRWAN,
Windy City Liquidation,23849,W,INDUSTRIAL,DR,S,,,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,2,,7,B,4,U,1,P,1,S,4,H,N,N,,,Jon,Walrath,630-806-5099,,WINDY CITY LIQUIDATION,JON,WALRATH,
Multi-tenant Building,23852,W,INDUSTRIAL,DR,N,23852-23858-23860-23866 INDUSTRIAL DR NO,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Vince,Bornardi,630-417-2222,,MULTI-TENANT BUILDING,VINCE,BORNARDI,Master Fog: Vince Camerono 773-918-9080
Multi Tenant Building,23855,,AERO,CT,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,6,M,8,U,1,P,1,S,4,H,N,N,,,Mike,Dugo,815-577-8504,,MULTI TENANT BUILDING,MIKE,DUGO,"Techni - Kolor Plus, Inc.: Derek Bauer 815-998-2517|Transportation Solutions / Faser Auto: Mike Dugo 630-918-9813"
Multi-tenant Building,23856,W,ANDREW,RD,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Tom,Moriarty,815-600-3285,,MULTI-TENANT BUILDING,TOM,MORIARTY,"Ad Deluxe Sign Company, Inc. - Bldg Ownr: Ahmet Demir 262-969-6358|American Lawn & Landscape Company: Ahmet Demir 773-447-6298|Voyager Media: Richard Masterson 630-961-5259"
It Solutions Additional Space,23856,W,INDUSTRIAL,DR,S,,UNIT 4,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Chris,Lewandowski,630-330-3171,,IT SOLUTIONS ADDITIONAL SPACE,CHRIS,LEWANDOWSKI,
"Colossal Health, Inc. Additional Space",23858,W,INDUSTRIAL,DR,N,,UNIT B,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,1,S,4,H,N,N,,,,,,,"COLOSSAL HEALTH, INC. ADDITIONAL SPACE",,,
"Meijer Plaza, Bldg 2, Lot 9",23859,W,135TH,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,312-332-4172,,"MEIJER PLAZA, BLDG 2, LOT 9",,,Anytime Fitness: Josh Canarini 219-808-7518|Jc Licht:  |Plainfield Nails And Spa:  
"Colossal Health, Inc.",23860,W,INDUSTRIAL,DR,N,,UNIT C,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Guru,Dua,815-272-1602,,"COLOSSAL HEALTH, INC.",GURU,DUA,
Avylon (home Business),23866,W,GREENFIELD,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Patrick,Mardian,815-577-9381,,AVYLON (HOME BUSINESS),PATRICK,MARDIAN,
Rebl Fit,23866,W,INDUSTRIAL,DR,N,,UNIT D,Plainfield,IL,60585,5,599,Business office,1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Rebecca,Dastrup,815-609-8386,,REBL FIT,REBECCA,DASTRUP,
Atlas Door Repair.com,23900,W,INDUSTRIAL,DR,S,,UNITS 1-2,PLAINFIELD,IL,60544,5,599,Business office,2,,6,M,4,U,N,N,,,,,N,N,,,Susan,King,815-439-8705,,ATLAS DOOR REPAIR.COM,SUSAN,KING,All Service Limo: Douglas Nabor 847-438-3035|Atlas Door Additional Space:  |Chicagoland Circulation: Rich Masterson 312-287-4404
Clarence Davids & Company,23900,W,127TH,ST,,,,PLAINFIELD,IL,60585,5,569,"Professional supplies, serv",1,,,,,,,,,,,,,,,,William,Davids,708-720-4100,,CLARENCE DAVIDS & COMPANY,WILLIAM,DAVIDS,
"Multi-tenant Building, Wolf Creek Iii",23900,W,INDUSTRIAL,DR,S,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,,,,,,,,,,,,,,,,Thomas,Schnabel,630-768-0696,,"MULTI-TENANT BUILDING, WOLF CREEK III",THOMAS,SCHNABEL,Crosstown Plumbing: Tom Schrabel 630-768-0696|Response Graphics & Embroidery Llc: Lynn Yeazell 630-638-8102
Three Rivers Church,23901,W,ROLF,RD,,,,PLAINFIELD,IL,60586,1,131,"Church, mosque, synagogue,",1,,2,C,8,U,,,,,,,,,,,,,,,THREE RIVERS CHURCH,,,
Multi-tenant Building,23904,W,MAIN,ST,,,,PLAINFIELD,IL,60544,2,211,Preschool,2,1,2,C,8,U,1,P,1,S,1,B,N,N,,,,,,,MULTI-TENANT BUILDING,,,Vacant (morning Star Day Care Center): Nancy Peceniak 815-439-3966
Diaz Grocery And Pet Supply Outlet,23907,W,INDUSTRIAL,DR,N,,,PLAINFIELD,IL,60585,5,549,Specialty shop,2,,7,B,4,U,1,P,31,S,4,H,N,N,,,Rick,Diaz,630-922-3429,,DIAZ GROCERY AND PET SUPPLY OUTLET,RICK,DIAZ,Plainfield Pet Center Multi-tenant Bldg:  |Purfect Fur Pets Grooming & Self Wash:  
Intiutive Consulting,23908,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",2,1,2,C,8,U,N,N,,,,,N,N,,,Lilly,Evans,773-647-0808,,INTIUTIVE CONSULTING,LILLY,EVANS,
"O""reilly Auto Parts",23909,W,135TH,ST,,PLAINFIELD MEIJER PLAZA LOT 9,,PLAINFIELD,IL,60544,5,579,Motor vehicle or boat sales,1,,2,C,6,U,1,P,5,M,4,H,1,P,1,W,,,,,"O""REILLY AUTO PARTS",,,
Plainfield Medical Plaza Ii,23909,W,RENWICK,RD,,,,PLAINFIELD,IL,60586,3,342,"Doctor, dentist or oral sur",1,,7,B,4,U,1,P,5,M,4,H,1,P,2,D,,,,,PLAINFIELD MEDICAL PLAZA II,,,"Brightmore Physical Therapy: David Brightmore 815-838-1230|Endodontic Specialists Of Illinois: James Gianakakis 630-988-5671|Oakbrook Allergists: David Knysak 630-734-1365|Prairie Dental, Ltd.: Paul Lukawski 708-466-4063|Vacant (blue Mountain Wellness Clinic): Kiyoshi Murakami 815-355-0485|Vacant Former Rogers Medical:  |Will County Medical Associates, S.c.: Will County Medical Assoc 815-725-2121"
Sharon United Methodist Church,23913,W,LOCKPORT,ST,,,,Plainfield,IL,60544,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,Clif,Gray,815-791-9823,,SHARON UNITED METHODIST CHURCH,CLIF,GRAY,
Mainstreet Square Strip Mall,23915,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,7,B,4,U,N,N,,,,,N,N,,,Carl,Bryant,815-436-8492,,MAINSTREET SQUARE STRIP MALL,CARL,BRYANT,"Main Street Chiropractic, P.c.: Scott Stuck 847-800-1599"
Friendship Baptist Church House,23916,W,NORMAN,AVE,,,,PLAINFIELD,IL,60544,1,130,"Places of worship, funeral",1,1,2,C,6,U,N,N,,,,,N,N,,,,,,,FRIENDSHIP BAPTIST CHURCH HOUSE,,,
Just Tires,23916,W,135TH,ST,,,,PLAINFIELD,IL,60585,5,569,"Professional supplies, serv",1,,0,R,3,P,1,P,31,S,4,H,1,P,1,W,,Goodyear Tire & Rubber Co,330-796-3131,,JUST TIRES,,GOODYEAR TIRE & RUBBER CO,
Multi Tenant Building,23917,W,ROBERTS,AVE,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,1,P,1,S,4,H,N,N,,,Xin,Wang,815-735-0689,,MULTI TENANT BUILDING,XIN,WANG,"Allstate Insurance Company: Jonathan Hannah 815-272-1670|Health First Home Health, Inc.:  |Vacant (former Caton Real Estate): Jeff Downs 630-906-2308"
Cell Tower,23923,,AERO,CT,,,,PLAINFIELD,IL,60585,6,640,Utility or Distribution sys,1,,,,,,,,,,,,,,,,,,,,CELL TOWER,,,
Plainfield Academy,23930,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,2,215,High school/junior high sch,1,1,7,B,6,U,1,P,1,S,4,H,N,N,,,Tod,Schnowske,815-514-5426,,PLAINFIELD ACADEMY,TOD,SCHNOWSKE,
Acres Group,23940,W,ANDREW,RD,,,,Plainfield,IL,60585,5,569,"Professional supplies, serv",1,,6,M,4,U,1,P,3,C,4,H,N,N,,,James,Schwantz,847-878-6971,,ACRES GROUP,JAMES,SCHWANTZ,
Park - Parkview Mead North,23955,W,FEENEY,DR,,PARKVIEW MEADOWS PARK-NORTH,,PLAINFIELD,IL,60586,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - PARKVIEW MEAD NORTH,,,
Multi-tenant Building,2397,S,VON ESCH,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,MULTI-TENANT BUILDING,,,Get Power Now: Schultz Properties 630-960-5060|Illlinois Climate Control: Nicandro Monroy 773-593-4893|Vacant: Dion Thompson 630-688-6766
Christ Church Of Victory,2399,S,GAYLORD,RD,,,,CREST HILL,IL,60403,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,Maria,Ruiz,630-746-3031,,CHRIST CHURCH OF VICTORY,MARIA,RUIZ,
Multi-tenant Building,2399,s,VON ESCH,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,,,,O'connell Specialties: Tim & Karen O'connell 708-301-5941|Vacant:  |Vacant: Josh Walden 630-687-2660|Wiilshired Development:  
Enterprise Rent-a-car,2400,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,579,Motor vehicle or boat sales,1,,2,C,6,U,N,N,,,,,N,N,,,Matthew,Mitchell,815-994-1275,,ENTERPRISE RENT-A-CAR,MATTHEW,MITCHELL,
Founders Plaza Multi Tenant Building,24000,W,DAYFIELD,DR,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",2,,7,B,6,U,1,P,31,S,4,H,N,N,,,Wendy,Malcolm,630-544-0188,,FOUNDERS PLAZA MULTI TENANT BUILDING,WENDY,MALCOLM,Little Explorers Additional Space: Mary Murray 815-577-7598|Little Explorers Additional Space:  |Little Explorers Additional Space: Ed Otstott 815-436-4088|Little Explorers Additional Space:  |Little Explorers Additional Space: None 630-863-0547|Little Explorers Learning Center: Al Kagalwalla 630-922-8501|Plainfield Veterinary Clinic: Paul Blaso 815-405-1400
The Loft Hair Salon,24008,W,LOCKPORT,ST,,,,Plainfield,IL,60544,5,557,"Personal service, including",1,1,2,C,8,U,N,N,,,,,N,N,,,Karen,Mena,773-344-1860,,THE LOFT HAIR SALON,KAREN,MENA,
Klem's Pizza & Grill,2401,W,PLAINFIELD,RD,,,,JOLIET,IL,60435,1,161,Restaurant or cafeteria,1,,,,,,N,N,,,,,N,N,,,Gus,Klementzos,815-212-1195,,KLEM'S PIZZA & GRILL,GUS,KLEMENTZOS,
Route 59 Auto Repair,24010,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,5,579,Motor vehicle or boat sales,1,,6,M,1,F,,,,,,,N,N,,,Audrey  &,Meyer,630-554-2656,,ROUTE 59 AUTO REPAIR,AUDREY  &,MEYER,
Multi-tenant Building,24012,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,1,1,2,C,8,U,1,P,31,S,4,H,N,N,,,,Home Tech,630-553-1353,,MULTI-TENANT BUILDING,,HOME TECH,
Water Tower Commons - Multi-tenant,24012,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,5,599,Business office,2,,2,C,6,U,1,P,5,M,4,H,1,P,12,W,Jim,Koulos,815-436-0500,,WATER TOWER COMMONS - MULTI-TENANT,JIM,KOULOS,Vanguard Community Management: Jeanette Catellier 815-405-8069
Dr. Mohin Tissa Samaweera,24016,W,MAIN,ST,,,SUITE 100,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,,,,,,,,,,,,,,,,,,,,DR. MOHIN TISSA SAMAWEERA,,,
G & D Cleaning Services (home Bus),24016,W,PEAR TREE,CIR,,,,Plainfield,IL,60544,5,569,"Professional supplies, serv",,,,,,,,,,,,,,,,,Moises,Duran,815-670-3326,,G & D CLEANING SERVICES (HOME BUS),MOISES,DURAN,
Plainfield Medical Center,24016,W,MAIN,ST,,,,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",1,,,,,,,,,,,,,,,,Elizabeth,Carroll,815-436-4939,,PLAINFIELD MEDICAL CENTER,ELIZABETH,CARROLL,
"Streitz, Thomas J., Dds, Pc",24016,W,MAIN,ST,,,SUITE 102,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,,,,,,,,,,,,,,,,Dan,Streitz,815-436-6021,,"STREITZ, THOMAS J., DDS, PC",DAN,STREITZ,
Vacant (former Baci's Restaurant),24018,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,VACANT (FORMER BACI'S RESTAURANT),,,
Apple Tree Preschool,24020,W,FRASER,RD,,,,PLAINFIELD,IL,60586,2,211,Preschool,1,1,2,C,2,H,N,N,,,,,N,N,,,Bill,Palmer,815-744-7976,,APPLE TREE PRESCHOOL,BILL,PALMER,
Center For Dental Implants & Oral Surg,24020,W,RIVERWALK,CT,,,UNIT 112,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,,2,C,6,U,1,P,5,M,4,H,1,P,12,W,Louis,Korompilas,708-790-5555,,CENTER FOR DENTAL IMPLANTS & ORAL SURG,LOUIS,KOROMPILAS,
Crave,24020,W,119TH,ST,,,,Plainfield,IL,60585,1,161,Restaurant or cafeteria,1,,7,B,4,U,1,P,31,S,4,H,N,N,,,Jimmy,Letsos,630-204-7108,,CRAVE,JIMMY,LETSOS,
Demolished - Torn Down 2006,24020,S,LINCOLN,HWY,,,,Plainfield,IL,60544,N,NNN,None,,,,,,,,,,,,,,,,,,,,,DEMOLISHED - TORN DOWN 2006,,,
