occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last
Mack Pump,12005,S,SPAULDING SCHOOL,DR,,"11965, 12005 & 12007 S. SPAULDING SCHOOL",,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Lawrence,Taverna,630-983-0303,,MACK PUMP,LAWRENCE,TAVERNA
Macom Corp,25420,W,143RD,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,MACOM CORP,,
Maggie's Place Additional Space,15130,S,RT 59,,,,SUITE 101,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,,,,,MAGGIE'S PLACE ADDITIONAL SPACE,,
Maico Sanchez Auto Repair,12105,S,SPAULDING SCHOOL,DR,,,UNIT 3,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,6,M,4,U,N,N,,,,,N,N,,,Maico,Sanchez,708-913-3726,,MAICO SANCHEZ AUTO REPAIR,MAICO,SANCHEZ
"Main Street Chiropractic, P.c.",23915,W,MAIN,ST,,,UNIT 103,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",1,0,7,B,4,U,N,N,,,,,N,N,,,Scott,Stuck,847-800-1599,,"MAIN STREET CHIROPRACTIC, P.C.",SCOTT,STUCK
Main Street Landscape,14110,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,6,U,,,,,,,,,,,Mike,Shearer,630-432-7604,,MAIN STREET LANDSCAPE,MIKE,SHEARER
Mainstreet Square Strip Mall,23915,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,4,U,N,N,,,,,N,N,,,Carl,Bryant,815-436-8492,,MAINSTREET SQUARE STRIP MALL,CARL,BRYANT
Mak-tek Electronics (home Bus),13156,W,SUNDERLIN,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Mark,Krischler,815-685-3685,,MAK-TEK ELECTRONICS (HOME BUS),MARK,KRISCHLER
Making Waves Salon,2430,W,PLAINFIELD,RD,,,SUITE 1E,CREST HILL,IL,60403,5,557,"Personal service, including",2,0,2,C,6,U,N,N,,,,,N,N,,,Patty,Blackburn,815-690-0969,,MAKING WAVES SALON,PATTY,BLACKBURN
Manila Grocery (bldg Owner),15507,S,RT 59,,,,UNIT 1,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,6,U,1,P,1,S,4,H,N,N,,,Robin,Countryman,815-436-2939,,MANILA GROCERY (BLDG OWNER),ROBIN,COUNTRYMAN
Marble & Granite City,24137,W,111TH,ST,,,UNIT E,NAPERVILLE,IL,60564,5,500,"Mercantile, business, Other",1,0,6,M,4,U,1,P,U,U,U,U,N,N,,,Melissa,Haney,815-717-8467,,MARBLE & GRANITE CITY,MELISSA,HANEY
Marco's Pizza,14220,S,RT 30,,,EAST CORNER,,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,0,6,M,4,U,1,P,31,S,4,H,N,N,,,,,,,MARCO'S PIZZA,,
Marglo Industrial Supply,12040,S,AERO,DR,,,,PLAINFIELD,IL,60585,5,569,"Professional supplies, serv",2,1,2,C,8,U,N,N,,,,,N,N,,,Maria,Gloeckle,630-546-9933,,MARGLO INDUSTRIAL SUPPLY,MARIA,GLOECKLE
Marian Lakes Convent,16949,S,DRAUDEN,RD,,,,Plainfield,IL,60544,1,100,"Assembly, Other",1,0,,,,,,,,,,,,,,,Sister Louise,Staszewski,815-436-5796,,MARIAN LAKES CONVENT,SISTER LOUISE,STASZEWSKI
Marian Lakes Convent - Edith House,16949,S,DRAUDEN,RD,,,,PLAINFIELD,IL,60544,4,460,"Dormitory-type residence, o",2,1,,,,,,,,,,,,,,,,,,,MARIAN LAKES CONVENT - EDITH HOUSE,,
Marian Lakes Convent - Garage Bldg,16949,S,DRAUDEN,RD,,,,PLAINFIELD,IL,60544,8,880,"Vehicle storage, Other",1,0,,,,,,,,,,,,,,,,,,,MARIAN LAKES CONVENT - GARAGE BLDG,,
Marian Lakes Convent - Marian Hall,16949,S,DRAUDEN,RD,,,,PLAINFIELD,IL,60544,4,460,"Dormitory-type residence, o",2,1,,,,,,,,,,,,,,,,,,,MARIAN LAKES CONVENT - MARIAN HALL,,
Marian Lakes Convent - Pole Bldg,16949,S,DRAUDEN,RD,,,,PLAINFIELD,IL,60544,8,808,Outbuilding or shed,1,0,,,,,,,,,,,,,,,,,,,MARIAN LAKES CONVENT - POLE BLDG,,
Marie Angeline Boutique,24041,W,LOCKPORT,ST,,24041-24043 W. LOCKPORT STREET,,PLAINFIELD,IL,60544,5,529,"Textile, wearing apparel sa",1,1,7,B,6,U,1,P,1,S,4,H,N,N,,,Patrick,Mckeown,630-584-1870,,MARIE ANGELINE BOUTIQUE,PATRICK,MCKEOWN
Mark Peter's Diamond Designs,12820,S,RT 59,,,,,Plainfield,IL,60544,5,549,Specialty shop,1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Mark,Perle,815-439-0510,,MARK PETER'S DIAMOND DESIGNS,MARK,PERLE
Marros & Risvold (annexed To Naperville),10334,S,RT 59,,,,,NAPERVILLE,IL,60564,5,569,"Professional supplies, serv",1,0,6,M,4,U,1,P,1,S,4,H,N,N,,,,,,,MARROS & RISVOLD (ANNEXED TO NAPERVILLE),,
Martial Arts,24316,W,143RD,ST,,,SUITE 100,Plainfield,IL,60544,5,579,Motor vehicle or boat sales,1,0,6,M,4,U,1,P,31,S,4,H,N,N,,,Charles,Iche,815-922-9326,,MARTIAL ARTS,CHARLES,ICHE
Martin Commercial Center,24020,W,RIVERWALK,CT,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,2,C,6,U,1,P,5,M,4,H,1,P,12,W,James,Martin,815-600-1774,,MARTIN COMMERCIAL CENTER,JAMES,MARTIN
Mary Kay Inc. (home Business),1818,W,WILLOW DRIVE,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Karen,Sliz-wilder,815-439-9697,,MARY KAY INC. (HOME BUSINESS),KAREN,SLIZ-WILDER
Mashallah Mart & Restaurant,16122,S,RT 59,,,,UNIT 112,PLAINFIELD,IL,60586,5,599,Business office,1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,,,,,MASHALLAH MART & RESTAURANT,,
Massage Envy,13400,S,RT 59,,,,UNIT 118,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,6,M,3,P,1,P,31,S,4,H,1,P,1,W,Garrett,Johnson,312-961-6113,,MASSAGE ENVY,GARRETT,JOHNSON
Master Core Technologies,23819,S,MILL,ST,,,SUITE 1,PLAINFIELD,IL,60544,5,599,Business office,1,0,0,R,8,U,N,N,,,,,N,N,,,Mike,George,630-606-0012,,MASTER CORE TECHNOLOGIES,MIKE,GEORGE
Master Fog,23852,W,INDUSTRIAL,DR,N,,UNIT A,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Vince,Camerono,773-918-9080,,MASTER FOG,VINCE,CAMERONO
Master's Concrete/franco & Son Landscape,22419,W,RENWICK,RD,,POLE BUILDING,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,6,M,8,U,N,N,,,,,N,N,,,,,,,MASTER'S CONCRETE/FRANCO & SON LANDSCAPE,,
Masterpiece Painting & Service (home B),13138,W,SUNDERLIN,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Michael,Vacko,815-254-3232,,MASTERPIECE PAINTING & SERVICE (HOME B),MICHAEL,VACKO
Mather Woods Maintenance Shop,25032,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,8,808,Outbuilding or shed,1,0,6,M,8,U,N,N,,,,,N,N,,,,Plainfield Park Dist.,815-436-8812,,MATHER WOODS MAINTENANCE SHOP,,PLAINFIELD PARK DIST.
Mather Woods Park,25550,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,MATHER WOODS PARK,,
Mattress Firm,13327,S,RT 59,,,,UNITS 100-300,PLAINFIELD,IL,60585,5,599,Business office,1,0,7,B,4,U,1,P,5,M,4,H,N,N,,,9 Am To 5:30 Pm,Operations Dept.,630-823-3099,,MATTRESS FIRM,9 AM TO 5:30 PM,OPERATIONS DEPT.
Maurices #1399,12736,S,RT 59,,,,102,PLAINFIELD,IL,60585,5,529,"Textile, wearing apparel sa",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Amber,Taylor,989-714-6286,,MAURICES #1399,AMBER,TAYLOR
Maxivision (annexed To Naperville),10342,S,RT 59,,,,,NAPERVILLE,IL,60564,3,342,"Doctor, dentist or oral sur",1,0,,,4,U,1,P,1,S,4,H,N,N,,,Sabitha,Prasod,630-904-7746,,MAXIVISION (ANNEXED TO NAPERVILLE),SABITHA,PRASOD
Mcanally's,15936,S,LINCOLN,HWY,,,,Plainfield,IL,60586,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Grady,Mcanally,815-280-9325,,MCANALLY'S,GRADY,MCANALLY
Mcdonald's Carpet & Upholstery Cleaning,2413,S,VON ESCH,RD,,,UNIT A,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Brent,Klapperich,414-975-1734,,MCDONALD'S CARPET & UPHOLSTERY CLEANING,BRENT,KLAPPERICH
Mcdonalds North,12501,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,0,7,B,4,U,1,P,5,M,4,H,N,N,,,Jason,Carrier,312-285-3982,,MCDONALDS NORTH,JASON,CARRIER
Mcdonalds On Route 30,13546,S,RT 30,,,,,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,0,,,8,U,,,,,,,,,,,,,,,MCDONALDS ON ROUTE 30,,
Mcdonalds South,15810,S,RT 59,,,,,Plainfield,IL,60544,1,161,Restaurant or cafeteria,1,0,2,C,8,U,1,P,31,S,4,H,1,P,41,A,Gary,Kory,630-257-8773,,MCDONALDS SOUTH,GARY,KORY
Mda Trucking Inc.,25805,W,111TH,ST,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,0,R,8,U,,,,,,,N,N,,,Alexandru,Popusoi,443-735-6515,,MDA TRUCKING INC.,ALEXANDRU,POPUSOI
Me Tu Boutique Bella,24027,W,LOCKPORT,ST,,,UNIT 103,PLAINFIELD,IL,60544,5,529,"Textile, wearing apparel sa",2,1,0,R,8,U,1,P,5,M,4,H,1,P,1,W,Ann,Bretz,815-416-0805,,ME TU BOUTIQUE BELLA,ANN,BRETZ
Meadows Professional Building A,13246,S,RT 59,,,,BLDG A,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,5,M,4,H,1,P,12,W,Farhan,Hanif,630-297-7650,,MEADOWS PROFESSIONAL BUILDING A,FARHAN,HANIF
Meadows Professional Building B,13242,S,RT 59,,,,BLDG B,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,4,S,4,H,1,P,1,W,Farhan,Hanif,630-297-7650,,MEADOWS PROFESSIONAL BUILDING B,FARHAN,HANIF
Meadows Professional Building C,13250,S,RT 59,,,,BLDG C,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,,,,,,,,,,,Farhan,Hanif,630-297-7650,,MEADOWS PROFESSIONAL BUILDING C,FARHAN,HANIF
Meadows Professional Building D,13252,S,RT 59,,,,BLDG D,PLAINFIELD,IL,60585,8,880,"Vehicle storage, Other",2,0,2,C,6,U,,,,,,,,,,,Farhan,Hanif,630-297-7650,,MEADOWS PROFESSIONAL BUILDING D,FARHAN,HANIF
Medical Office Building,15041,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,0,7,B,8,U,1,P,5,M,4,H,1,P,1,W,,,,,MEDICAL OFFICE BUILDING,,
"Mega Sports, Inc.",16001,S,LINCOLN,HWY,,,,Plainfield,IL,60586,5,500,"Mercantile, business, Other",1,0,0,R,1,F,1,P,3,C,4,H,N,N,,,Mark,Daniels,815-482-2974,,"MEGA SPORTS, INC.",MARK,DANIELS
Meijer,13521,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,6,M,1,F,,,,,,,,,,,,Meijer,616-453-6711,,MEIJER,,MEIJER
Meijer Gas Station,13705,S,RT 59,,,,,PLAINFIELD,IL,60544,5,571,"Service station, gas statio",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,,,616-453-6711,,MEIJER GAS STATION,,
"Meijer Plaza Lot 3, Multi-tenant Bldg",13511,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,,,6,U,,,,,,,,,,,,,,,"MEIJER PLAZA LOT 3, MULTI-TENANT BLDG",,
"Meijer Plaza, Bldg 2, Lot 9",23859,W,135TH,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,312-332-4172,,"MEIJER PLAZA, BLDG 2, LOT 9",,
Meineke Car Care Center / Mi Motors,2424,W,PLAINFIELD,RD,,,UNIT 500,CREST HILL,IL,60403,5,579,Motor vehicle or boat sales,1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Shafique,Khan,847-275-7787,,MEINEKE CAR CARE CENTER / MI MOTORS,SHAFIQUE,KHAN
Memorial Park,14934,S,RT 59,,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,MEMORIAL PARK,,
"Menards, Inc.",13441,S,RT 59,,,,,PLAINFIELD,IL,60585,5,539,"Household goods, sales, rep",1,0,7,B,4,U,1,P,31,S,4,H,1,P,12,W,Chris,Fowler,815-719-0312,,"MENARDS, INC.",CHRIS,FOWLER
Mep Mechanical Consultants,12151,S,RHEA,DR,,,,PLAINFIELD,IL,60585,7,700,"Manufacturing, processing",2,0,0,R,6,U,1,P,31,S,4,H,N,N,,,Jeff,Little,815-436-7012,,MEP MECHANICAL CONSULTANTS,JEFF,LITTLE
"Merlin 200,000 Mile Shop",14120,S,RT 30,,,,,PLAINFIELD,IL,60544,5,579,Motor vehicle or boat sales,1,0,,,,,,,,,,,,,,,Chris,Schultz,630-553-0775,,"MERLIN 200,000 MILE SHOP",CHRIS,SCHULTZ
Merlin Muffler & Brake,16007,S,RT 59,,,,UNIT 100,Plainfield,IL,60586,5,500,"Mercantile, business, Other",1,0,7,B,4,U,,,,,,,,,,,John,Mieczkowski,630-862-3979,,MERLIN MUFFLER & BRAKE,JOHN,MIECZKOWSKI
Mersman Wellness,13246,S,RT 59,,,,212 BLDG A,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,5,M,4,H,1,P,12,W,,,,,MERSMAN WELLNESS,,
Metro Animal Service,25613,W,RT 30,,,P.O. BOX 74,,Plainfield,IL,60585,5,569,"Professional supplies, serv",2,0,0,R,4,U,1,P,1,S,4,H,N,N,,,Glenn,Brown,630-922-0646,,METRO ANIMAL SERVICE,GLENN,BROWN
Metronet,24047,W,LOCKPORT,ST,,,UNIT 109,PLAINFIELD,IL,60544,1,150,"Public or government, Other",1,0,,,,,,,,,,,,,,,Bill,Habiger,815-773-2302,,METRONET,BILL,HABIGER
Metronet Inc.,23821,S,MILL,ST,,,,PLAINFIELD,IL,60544,6,640,Utility or Distribution sys,1,0,9,R,9,N,1,P,5,M,4,H,1,P,6,H,,Metronet Inc.,877-407-3224,,METRONET INC.,,METRONET INC.
"Mfg Trade, Inc. (home Bus)",24640,W,CHAMPION,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Bai Yuan,Chen,815-609-7115,,"MFG TRADE, INC. (HOME BUS)",BAI YUAN,CHEN
Michael J. Reicherts M.d. (annexed),10334,S,RT 59,,,,,NAPERVILLE,IL,60564,5,569,"Professional supplies, serv",1,0,6,M,8,U,1,P,5,M,4,H,N,N,,,,,,,MICHAEL J. REICHERTS M.D. (ANNEXED),,
Michael's Automotive,12425,S,RHEA,DR,,,SUITE D,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,1,0,6,M,4,U,N,N,,,,,N,N,,,Dave,Anderson,630-560-5889,,MICHAEL'S AUTOMOTIVE,DAVE,ANDERSON
Mid Century Building Multi Tenant Bldg,14912,S,EASTERN,AVE,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,6,U,1,P,4,S,4,H,1,P,1,W,Clayton,Olsen,630-464-1400,,MID CENTURY BUILDING MULTI TENANT BLDG,CLAYTON,OLSEN
Midwest Ent,24600,W,127TH,ST,,,SUITE 130,PLAINFIELD,IL,60585,3,342,"Doctor, dentist or oral sur",3,0,7,B,3,P,1,P,5,M,4,H,1,P,1,W,Joseph,Donzelli,630-420-2323,,MIDWEST ENT,JOSEPH,DONZELLI
Midwest Hot Rods,23533,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,579,Motor vehicle or boat sales,1,0,0,R,8,U,,,,,,,,,,,Paul,Quinn,815-577-7897,,MIDWEST HOT RODS,PAUL,QUINN
Midwest Model Supply,12040,S,AERO,DR,,,,Plainfield,IL,60585,8,891,Warehouse,1,0,2,C,8,U,N,N,,,,,N,N,,,Brian,Van Gelder,630-963-6549,,MIDWEST MODEL SUPPLY,BRIAN,VAN GELDER
Midwest Music Academy,16041,S,LINCOLN,HWY,,,101,Plainfield,IL,60586,5,569,"Professional supplies, serv",1,0,7,B,4,U,1,P,2,H,4,H,N,N,,,,Kp Properties Llc,815-436-9612,,MIDWEST MUSIC ACADEMY,,KP PROPERTIES LLC
Midwest Sports Med/burt & Will Plastic,24600,W,127TH,ST,,,SUITE 240,PLAINFIELD,IL,60585,3,342,"Doctor, dentist or oral sur",3,0,7,B,3,P,1,P,11,S,4,H,1,P,1,W,Tripti,Burt,815-577-1171,,MIDWEST SPORTS MED/BURT & WILL PLASTIC,TRIPTI,BURT
Midwest Stone Workshop,11926,S,AERO,DR,,,,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,2,0,6,M,4,U,N,N,,,,,N,N,,,Bob,Tyrell,630-947-4864,,MIDWEST STONE WORKSHOP,BOB,TYRELL
Midwest Underground Technology Inc.,24137,W,111TH,ST,,,UNIT F,NAPERVILLE,IL,60564,5,599,Business office,1,0,6,M,4,U,N,N,,,,,N,N,,,Colin,Demarlie,309-738-6307,,MIDWEST UNDERGROUND TECHNOLOGY INC.,COLIN,DEMARLIE
Midwest Vascular,13610,S,RT 59,,,,,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",1,0,7,B,8,U,1,P,5,M,4,H,1,P,1,W,,Old Second National Bank,630-906-5473,,MIDWEST VASCULAR,,OLD SECOND NATIONAL BANK
Mike's E-bikes,13717,S,RT 30,,,,UNIT 111-B,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,11,S,4,H,N,N,,,,Dayfield Properties,630-548-6581,,MIKE'S E-BIKES,,DAYFIELD PROPERTIES
Milette's Cakes,24042,W,LOCKPORT,ST,,,SUITE 100,PLAINFIELD,IL,60544,5,519,"Food and beverage sales, gr",2,1,0,R,6,U,1,P,5,M,7,M,N,N,,,,Fred,773-818-3800,,MILETTE'S CAKES,,FRED
Millennium Family Dental,13544,S,RT 30,,,,UNIT 100-A,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Anna,Risty,815-546-7407,,MILLENNIUM FAMILY DENTAL,ANNA,RISTY
Mobil & Dunkin Donuts,16360,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,571,"Service station, gas statio",1,0,,,,,,,,,,,,,,,Russ,Cress,815-287-2017,,MOBIL & DUNKIN DONUTS,RUSS,CRESS
Mobile Marine Inc.,12040,S,AERO,DR,,,,Plainfield,IL,60585,5,579,Motor vehicle or boat sales,1,0,2,C,8,U,N,N,,,,,N,N,,,Guy,Terbush,815-530-1259,,MOBILE MARINE INC.,GUY,TERBUSH
Mobility Works,23855,W,ANDREW,RD,,,,Plainfield,IL,60585,8,891,Warehouse,1,0,7,B,6,U,1,P,31,S,4,H,N,N,,,Shawn,Sobolewski,630-854-0535,,MOBILITY WORKS,SHAWN,SOBOLEWSKI
Moe Joe's,24033,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,160,"Eating, drinking places, ot",1,1,7,B,6,U,1,P,0,D,4,H,1,P,4,D,Stu,Littell,815-474-1605,,MOE JOE'S,STU,LITTELL
Momentum Physical Therapy,12640,S,RT 59,,,,UNIT 110,PLAINFIELD,IL,60585,5,549,Specialty shop,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Tricia,Mitchell,815-230-5268,,MOMENTUM PHYSICAL THERAPY,TRICIA,MITCHELL
Monkey Mega Stores,12137,S,RHEA,DR,,,UNIT B,PLAINFIELD,IL,60585,7,700,"Manufacturing, processing",1,0,7,B,4,U,N,N,,,,,N,N,,,Eric,Carver,630-531-0117,,MONKEY MEGA STORES,ERIC,CARVER
Montessori Of Plainfield,14710,S,NAPERVILLE,RD,,,UNIT 104,PLAINFIELD,IL,60544,2,211,Preschool,1,0,2,C,6,U,1,P,31,S,4,H,N,N,,,Mari Ann,Unger,815-272-5812,,MONTESSORI OF PLAINFIELD,MARI ANN,UNGER
Moody Shoe Repair,16200,S,LINCOLN,HWY,,,UNIT 106,Plainfield,IL,60586,5,500,"Mercantile, business, Other",1,0,7,B,4,U,N,N,,,,,N,N,,,Chong Dae,Lee,630-229-2150,,MOODY SHOE REPAIR,CHONG DAE,LEE
Mora Restaurant,24108,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",1,0,7,B,6,U,1,P,1,S,4,H,1,P,0,S,,,,,MORA RESTAURANT,,
Mother Earth,24047,W,LOCKPORT,ST,,,SUITE 107-A,PLAINFIELD,IL,60544,5,599,Business office,2,1,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Jason,Villalobos,630-292-4777,,MOTHER EARTH,JASON,VILLALOBOS
Motoronics Audio & Security,23915,W,AERO,CT,,,UNIT 2,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,6,M,8,U,1,P,1,S,4,H,N,N,,,,,,,MOTORONICS AUDIO & SECURITY,,
Mpg Fitness,12337,S,RT 59,,,TOTAL SPACE IS UNIT 101 THROUGH 107,UNITS 101 - 103,PLAINFIELD,IL,60585,1,141,Athletic/health club,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Sue,Miller,630-476-0533,,MPG FITNESS,SUE,MILLER
Mpg Fitness Additional Space,12337,S,RT 59,,,,UNIT 105,PLAINFIELD,IL,60585,1,141,Athletic/health club,1,0,7,B,3,P,1,P,1,S,4,H,1,P,1,W,Diane,Vassolo,630-767-9667,,MPG FITNESS ADDITIONAL SPACE,DIANE,VASSOLO
Mpg Fitness Additional Space,12337,S,RT 59,,,,UNIT 107,PLAINFIELD,IL,60585,1,141,Athletic/health club,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Andy,Myers,630-747-4882,,MPG FITNESS ADDITIONAL SPACE,ANDY,MYERS
Ms. Jackie's Music (home Bus),25034,W,CHELSEA,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Jacqueline,Hitt,815-577-9766,,MS. JACKIE'S MUSIC (HOME BUS),JACQUELINE,HITT
Multi - Tenant Bldg.,12191,S,RHEA,DR,,"12191, 12201, 12207, 12209, 12211 RHEA",,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,,Alarm Detection Systems,630-844-6302,,MULTI - TENANT BLDG.,,Alarm Detection Systems
Multi Suites Unit,13550,S,RT 30,,,,SUITE 204,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",3,1,7,B,4,U,1,P,4,S,4,H,1,P,12,W,,,,,MULTI SUITES UNIT,,
Multi Tenant Bldg,15507,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,6,U,1,P,1,S,4,H,N,N,,,Lisa,Schuster,630-303-2643,,MULTI TENANT BLDG,LISA,SCHUSTER
Multi Tenant Building,12137,S,RHEA,DR,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,N,N,,,,,N,N,,,,,,,MULTI TENANT BUILDING,,
Multi Tenant Building,13900,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,3,P,1,P,1,S,4,H,1,P,1,W,,,,,MULTI TENANT BUILDING,,
Multi Tenant Building,14150,S,RT 59,,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,1,P,5,M,4,H,1,P,12,W,,,,,MULTI TENANT BUILDING,,
Multi Tenant Building,15129,S,RT 59,,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,MULTI TENANT BUILDING,,
Multi Tenant Building,16007,S,RT 59,,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,31,S,4,H,N,N,,,,,,,MULTI TENANT BUILDING,,
Multi Tenant Building,16149,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,MULTI TENANT BUILDING,,
Multi Tenant Building,23824,W,ANDREW,RD,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,7,B,4,U,N,N,,,,,N,N,,,,,,,MULTI TENANT BUILDING,,
Multi Tenant Building,23839,W,ANDREW,RD,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,6,M,4,U,1,P,1,S,4,H,N,N,,,Frank,Sutfin,630-816-2492,,MULTI TENANT BUILDING,FRANK,SUTFIN
Multi Tenant Building,23840,W,INDUSTRIAL,DR,S,23840-23848-23852-23856 INDUSTRIAL DR SO,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,,,,,MULTI TENANT BUILDING,,
Multi Tenant Building,23855,,AERO,CT,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,6,M,8,U,1,P,1,S,4,H,N,N,,,Mike,Dugo,815-577-8504,,MULTI TENANT BUILDING,MIKE,DUGO
Multi Tenant Building,23917,W,ROBERTS,AVE,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,1,P,1,S,4,H,N,N,,,Xin,Wang,815-735-0689,,MULTI TENANT BUILDING,XIN,WANG
Multi Tenant Individual Offices,24014,W,RENWICK,RD,,,SUITE 105,PLAINFIELD,IL,60544,5,599,Business office,2,0,2,C,6,U,1,P,5,M,4,H,1,P,12,W,Rita,Liberatore,815-791-1222,,MULTI TENANT INDIVIDUAL OFFICES,RITA,LIBERATORE
Multi Unit Building,23808,W,ANDREW,RD,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,7,B,4,U,1,P,31,S,4,H,N,N,,,Bill,Broderick,630-554-6000,,MULTI UNIT BUILDING,BILL,BRODERICK
